id,customer_name,restaurant_name,cuisine_type,location,price_range,rating,liked
12,Aarav Singh,Bangalore Masala,Japanese,Koramangala,1097,4.0,0
10,Aarav Singh,Bangalore Burger,American,Hebbal,1134,3.8,0
13,Rajesh Kumar,Bangalore Pancake,Indian,Bellandur,1519,4.1,1
6,Aarav Singh,Bangalore Sushi,Indian,Malleswaram,1521,4.5,1
15,Kumar Patel,Bangalore Burger,American,Hebbal,1178,3.8,0
6,Ananya Patel,Bangalore Sushi,Italian,Malleswaram,1054,3.8,0
3,Ravi Verma,Bangalore Bites,Indian,Electronic City,1800,4.4,1
4,Rakesh Singh,Bangalore Pancake,Italian,Bellandur,1093,3.9,0
15,Rakesh Singh,Bangalore Thali,American,Jayanagar,1081,3.9,0
11,Nisha Patel,Bangalore Pizza,Indian,Indiranagar,1503,4.6,1
9,Ananya Patel,Bangalore Thali,Indian,Jayanagar,1800,4.7,1
10,Vinay Kumar,Bangalore Thali,Indian,Banashankari,1800,4.5,1
12,Aisha Khan,Bangalore Pizza,Italian,Malleswaram,1532,4.5,1
10,Ananya Patel,Bangalore Rolls,Indian,Jayanagar,1555,4.0,1
2,Ananya Patel,Bengaluru Grill,Indian,Indiranagar,1445,4.4,1
13,Megha Singh,Bangalore Sushi,American,Koramangala,1800,3.9,1
15,Sophia Singh,Bangalore Pancake,Italian,Electronic City,1463,4.5,1
7,Vinay Kumar,Spice Villa,American,Hebbal,1181,3.8,0
10,Kavita Naidu,Bangalore Sushi,Indian,Koramangala,1752,4.4,1
3,Rajesh Kumar,Bangalore Pasta,Indian,Electronic City,1800,4.5,1
15,Kumar Patel,Bangalore Sandwich,American,Banashankari,1176,3.8,0
13,Priya Gupta,Bangalore Paratha,Italian,Domlur,1697,4.4,1
15,Kumar Patel,Bangalore Thali,Italian,Hebbal,1087,3.8,0
13,Aisha Khan,Bangalore Pizza,Indian,Indiranagar,1798,4.6,1
10,Kumar Patel,Bangalore Sandwich,Italian,Koramangala,1800,4.3,1
8,Sophia Singh,Bangalore Sushi,Indian,Koramangala,1800,4.3,1
13,Kavita Naidu,Bangalore Masala,Indian,Koramangala,1559,4.7,1
7,Aarav Singh,Bangalore Masala,American,Whitefield,1218,3.9,0
13,Mira Gupta,Bangalore Dosa,American,Koramangala,1105,4.0,1
13,Kumar Patel,Spice Villa,American,Banashankari,1067,4.0,0
5,Kavita Naidu,Bangalore Bites,Italian,Domlur,1735,4.4,1
1,Mira Gupta,Bangalore Burger,Indian,Banashankari,1460,4.2,1
5,Mira Gupta,Bangalore Pancake,Indian,Bommanahalli,1000,3.9,0
6,Aisha Khan,Bangalore Pizza,Indian,Koramangala,1768,4.5,1
12,Aarav Singh,Bangalore Sandwich,American,Domlur,1207,3.8,0
4,Vinay Kumar,Bangalore Rolls,Indian,Hebbal,1218,3.9,0
7,Rakesh Singh,Bangalore Masala,Italian,Malleswaram,1458,3.8,0
15,Aarav Singh,Bangalore Dosa,Indian,Whitefield,1215,3.8,0
6,Vinay Kumar,Bangalore Sandwich,Indian,Whitefield,1081,4.0,0
12,Aarav Singh,Bangalore Sandwich,American,Bommanahalli,1067,3.8,0
3,Ananya Patel,Bangalore Pizza,Italian,Bommanahalli,1556,4.0,1
10,Sophia Singh,Bangalore Dosa,American,Banashankari,1800,3.8,0
12,Aarav Singh,Bangalore Dosa,Indian,Indiranagar,1277,3.9,0
12,Rakesh Singh,Bangalore Bites,American,Jayanagar,1175,4.1,0
6,Ananya Patel,Bangalore Paratha,Indian,Indiranagar,1609,4.6,1
13,Kavita Naidu,Bangalore Sandwich,American,Hebbal,1000,3.9,0
11,Jyothi Reddy,Bangalore Pancake,Indian,Banashankari,1255,4.3,0
15,Mira Gupta,Bengaluru Grill,Japanese,Jayanagar,1302,4.2,0
15,Vinay Kumar,Bangalore Thali,Italian,Electronic City,1687,4.2,1
8,Rakesh Singh,Bangalore Sandwich,Mediterranean,Bommanahalli,1185,3.9,0
13,Kavita Naidu,Bangalore Sushi,Italian,Electronic City,1701,4.5,1
4,Priya Gupta,Bangalore Rolls,Indian,Bommanahalli,1158,3.8,0
15,Sophia Singh,Bangalore Pasta,Italian,Koramangala,1104,3.9,0
11,Megha Singh,Bangalore Rolls,American,Electronic City,1227,4.2,1
2,Rakesh Singh,Bangalore Sushi,Indian,Indiranagar,1800,4.5,1
15,Ananya Patel,Bangalore Paratha,Indian,Indiranagar,1800,4.7,1
15,Jyothi Reddy,Bangalore Sandwich,Italian,Domlur,1790,4.6,1
9,Mira Gupta,Bangalore Pancake,Indian,Bellandur,1455,4.5,1
8,Rajesh Kumar,Bangalore Pancake,Indian,Banashankari,1800,4.4,0
10,Aarav Singh,Bangalore Pancake,Indian,Koramangala,1054,4.5,1
11,Aarav Singh,Bangalore Burger,Mediterranean,Hebbal,1035,4.0,0
2,Ravi Verma,Bangalore Paratha,Indian,Electronic City,1544,4.2,1
1,Rakesh Singh,Bangalore Pizza,Italian,Koramangala,1800,4.6,1
1,Nisha Patel,Bangalore Rolls,Indian,Bellandur,1510,4.4,1
11,Mira Gupta,Bangalore Masala,Mediterranean,Hebbal,1054,3.9,0
5,Mira Gupta,Spice Villa,Indian,Bellandur,1011,4.3,0
15,Jyothi Reddy,Bangalore Pasta,American,Hebbal,1229,4.1,0
12,Aisha Khan,Bangalore Pizza,Italian,Electronic City,1800,4.7,1
14,Kumar Patel,Bangalore Biryani,American,Koramangala,1215,4.0,0
3,Mira Gupta,Spice Villa,Indian,Whitefield,1144,4.3,0
5,Nisha Patel,Bengaluru Grill,Japanese,Malleswaram,1700,4.6,1
13,Megha Singh,Bangalore Sushi,Indian,Bommanahalli,1800,4.5,1
10,Ravi Verma,Bangalore Burger,Indian,Koramangala,1192,3.9,1
14,Kavita Naidu,Bangalore Bites,Japanese,Whitefield,1553,4.6,1
10,Aisha Khan,Bangalore Rolls,Italian,Koramangala,1503,4.3,1
15,Ravi Verma,Bangalore Paratha,Indian,Domlur,1543,4.3,1
7,Kumar Patel,Bangalore Sandwich,Indian,Bommanahalli,1072,3.9,0
5,Rajesh Kumar,Bangalore Thali,Indian,Banashankari,1508,4.3,1
10,Vinay Kumar,Spice Villa,Indian,Bommanahalli,1172,3.9,0
9,Kumar Patel,Bangalore Biryani,Japanese,Koramangala,1513,3.9,0
10,Kavita Naidu,Bangalore Sushi,Indian,Whitefield,1488,4.5,1
10,Priya Gupta,Spice Villa,Indian,Koramangala,1737,4.2,0
4,Ravi Verma,Bangalore Dosa,Indian,Jayanagar,1547,4.4,1
4,Nisha Patel,Bangalore Biryani,Indian,Domlur,1533,4.4,1
9,Aisha Khan,Bangalore Sandwich,Indian,Domlur,1216,3.9,0
11,Megha Singh,Bangalore Sushi,Indian,Indiranagar,1476,4.6,1
12,Rajesh Kumar,Bangalore Dosa,Indian,Indiranagar,1058,4.0,0
6,Ananya Patel,Bangalore Biryani,Italian,Electronic City,1766,4.5,1
5,Aisha Khan,Bangalore Sushi,Indian,Indiranagar,1800,4.5,1
14,Megha Singh,Bangalore Sushi,Italian,Koramangala,1800,4.2,1
14,Rakesh Singh,Bangalore Sandwich,Mediterranean,Koramangala,1153,4.0,1
2,Kumar Patel,Bangalore Pancake,Indian,Malleswaram,1168,3.8,1
5,Ravi Verma,Spice Villa,Indian,Banashankari,1150,3.9,1
8,Sophia Singh,Bangalore Rolls,Indian,Domlur,1765,4.5,1
11,Vinay Kumar,Spice Villa,American,Banashankari,1126,4.2,0
12,Kavita Naidu,Bangalore Masala,Indian,Banashankari,1172,4.0,0
13,Kavita Naidu,Bangalore Paratha,Indian,Jayanagar,1482,4.2,1
10,Mira Gupta,Bangalore Sandwich,American,Hebbal,1490,3.8,0
4,Rajesh Kumar,Bangalore Sandwich,Indian,Indiranagar,1154,4.7,1
13,Ananya Patel,Bangalore Paratha,Italian,Domlur,1540,4.3,1
8,Ananya Patel,Bangalore Sandwich,Indian,Indiranagar,1554,4.4,1
9,Nisha Patel,Bangalore Sushi,Indian,Jayanagar,1398,4.6,1
6,Nisha Patel,Bangalore Rolls,Indian,Indiranagar,1494,4.5,1
7,Nisha Patel,Bangalore Dosa,Indian,Koramangala,1494,4.5,1
5,Aisha Khan,Bangalore Pancake,Indian,Koramangala,1133,3.9,0
15,Rakesh Singh,Bangalore Paratha,Italian,Koramangala,1675,4.4,1
2,Rakesh Singh,Bangalore Rolls,Indian,Whitefield,1728,4.1,1
3,Nisha Patel,Bangalore Pizza,Mediterranean,Koramangala,1082,4.4,1
9,Megha Singh,Bangalore Pizza,Indian,Koramangala,1101,4.7,1
13,Vinay Kumar,Bangalore Sushi,Indian,Electronic City,1118,4.7,1
14,Megha Singh,Bangalore Pasta,American,Koramangala,1800,4.3,0
9,Rakesh Singh,Bangalore Thali,Indian,Electronic City,1800,4.4,1
10,Rajesh Kumar,Bangalore Sandwich,Indian,Bommanahalli,1052,4.0,0
8,Kavita Naidu,Bangalore Burger,Indian,Indiranagar,1081,3.9,0
11,Kumar Patel,Bangalore Burger,American,Whitefield,1276,3.9,0
4,Ananya Patel,Bangalore Burger,Indian,Jayanagar,1124,3.9,1
9,Jyothi Reddy,Bengaluru Grill,Indian,Indiranagar,1490,4.3,1
9,Kumar Patel,Bangalore Sandwich,Indian,Bellandur,1282,3.8,0
12,Rajesh Kumar,Bangalore Thali,Mediterranean,Electronic City,1775,4.4,1
15,Aarav Singh,Bangalore Dosa,Indian,Bommanahalli,1059,4.1,0
15,Megha Singh,Bangalore Pasta,Italian,Jayanagar,1769,4.5,1
3,Nisha Patel,Bangalore Pasta,Indian,Banashankari,1116,4.4,1
11,Kavita Naidu,Bangalore Sushi,Indian,Indiranagar,1789,4.2,1
3,Aarav Singh,Bangalore Sandwich,Indian,Koramangala,1080,3.8,0
6,Ravi Verma,Bangalore Bites,Indian,Banashankari,1513,4.4,1
10,Sophia Singh,Bangalore Bites,Indian,Marathahalli,1800,4.5,1
15,Aarav Singh,Bangalore Thali,Indian,Jayanagar,1800,4.6,1
4,Sophia Singh,Bangalore Masala,Indian,Whitefield,1487,4.3,1
4,Jyothi Reddy,Bangalore Pizza,Italian,Indiranagar,1800,4.3,1
2,Sophia Singh,Bangalore Paratha,Indian,Electronic City,1507,4.3,0
14,Megha Singh,Bangalore Sushi,Japanese,Indiranagar,1759,4.7,1
8,Nisha Patel,Bangalore Sushi,Indian,Indiranagar,1721,4.3,1
4,Jyothi Reddy,Bangalore Pasta,Indian,Indiranagar,1800,4.6,1
13,Kumar Patel,Bangalore Sushi,Indian,Jayanagar,1114,4.4,0
4,Jyothi Reddy,Bengaluru Grill,Indian,Electronic City,1543,4.5,1
12,Aisha Khan,Bangalore Bites,Indian,Bellandur,1464,4.6,1
4,Mira Gupta,Bangalore Masala,Indian,Bellandur,1270,4.1,0
11,Vinay Kumar,Bangalore Sandwich,Mediterranean,Bellandur,1017,3.9,0
8,Jyothi Reddy,Bangalore Sushi,Italian,Bellandur,1522,4.6,1
13,Ananya Patel,Bangalore Bites,Indian,Malleswaram,1800,4.4,1
13,Mira Gupta,Bangalore Masala,Mediterranean,Hebbal,1224,3.8,0
15,Jyothi Reddy,Bangalore Pizza,Italian,Domlur,1743,4.4,1
11,Nisha Patel,Bangalore Rolls,Indian,Banashankari,1800,4.7,1
13,Nisha Patel,Bangalore Thali,Indian,Marathahalli,1800,4.3,1
5,Aisha Khan,Bangalore Thali,Indian,Banashankari,1800,4.4,1
15,Ravi Verma,Bangalore Masala,American,Malleswaram,1800,4.1,0
9,Priya Gupta,Bangalore Sushi,Indian,Banashankari,1524,4.5,1
3,Aisha Khan,Bangalore Paratha,Indian,Banashankari,1143,4.1,0
13,Ravi Verma,Bangalore Sushi,Indian,Electronic City,1800,4.4,1
13,Kumar Patel,Bangalore Sushi,Japanese,Marathahalli,1800,4.7,1
15,Priya Gupta,Bangalore Sushi,Japanese,Koramangala,1800,4.7,1
12,Jyothi Reddy,Bangalore Paratha,Indian,Jayanagar,1800,4.4,1
10,Rakesh Singh,Bangalore Pizza,Mediterranean,Banashankari,1211,4.1,0
10,Aarav Singh,Bangalore Dosa,American,Malleswaram,1181,4.0,0
15,Rajesh Kumar,Bangalore Sandwich,Indian,Malleswaram,1504,4.0,0
13,Sophia Singh,Bangalore Pancake,Indian,Koramangala,1211,4.3,1
1,Rajesh Kumar,Bangalore Biryani,Indian,Domlur,1706,4.5,1
3,Megha Singh,Spice Villa,Indian,Whitefield,1800,4.5,1
1,Kavita Naidu,Bangalore Bites,Indian,Whitefield,1212,4.3,1
15,Aisha Khan,Bangalore Dosa,Italian,Koramangala,1800,4.6,1
4,Ananya Patel,Bangalore Bites,Indian,Banashankari,1478,4.5,0
4,Ravi Verma,Bangalore Masala,Indian,Malleswaram,1199,4.4,1
4,Ravi Verma,Bangalore Thali,American,Marathahalli,1501,3.8,0
8,Sophia Singh,Bangalore Paratha,Italian,Domlur,1734,4.5,1
7,Kumar Patel,Bangalore Sandwich,Indian,Banashankari,1036,3.9,0
9,Rajesh Kumar,Bangalore Rolls,Mediterranean,Koramangala,1076,4.1,0
9,Aisha Khan,Bangalore Pasta,Indian,Indiranagar,1774,4.6,1
10,Jyothi Reddy,Bangalore Sushi,Indian,Domlur,1670,4.2,1
6,Ravi Verma,Bangalore Pancake,Indian,Bellandur,1047,3.8,0
5,Kavita Naidu,Bangalore Bites,Indian,Bellandur,1467,4.3,1
14,Vinay Kumar,Bangalore Sandwich,Indian,Koramangala,1218,4.1,0
4,Ananya Patel,Bangalore Pasta,Indian,Indiranagar,1565,4.4,1
11,Kumar Patel,Spice Villa,Indian,Banashankari,1086,3.8,0
9,Nisha Patel,Bangalore Pizza,Indian,Hebbal,1642,4.4,1
8,Jyothi Reddy,Bangalore Paratha,Indian,Electronic City,1623,4.6,1
15,Kumar Patel,Bangalore Burger,American,Jayanagar,1178,3.9,0
10,Sophia Singh,Bangalore Rolls,Italian,Domlur,1786,4.4,1
5,Megha Singh,Bangalore Sushi,Indian,Jayanagar,1449,4.4,1
2,Priya Gupta,Bangalore Thali,Indian,Indiranagar,1533,4.3,1
5,Mira Gupta,Bangalore Thali,Indian,Banashankari,1800,4.1,0
12,Rajesh Kumar,Bangalore Pancake,Japanese,Whitefield,1296,4.1,1
10,Kumar Patel,Bangalore Pancake,Indian,Indiranagar,1130,4.0,0
12,Aisha Khan,Bangalore Paratha,Italian,Koramangala,1436,4.2,1
3,Jyothi Reddy,Bangalore Bites,Indian,Whitefield,1525,4.5,1
1,Rajesh Kumar,Bangalore Thali,Indian,Indiranagar,1470,4.4,1
15,Megha Singh,Bangalore Pasta,Italian,Koramangala,1708,4.5,1
12,Rajesh Kumar,Bangalore Masala,Indian,Bellandur,1051,4.1,0
14,Nisha Patel,Bangalore Thali,Indian,Bommanahalli,1432,4.2,1
14,Ananya Patel,Bangalore Sushi,Indian,Indiranagar,1785,4.5,1
12,Rajesh Kumar,Bangalore Burger,American,Banashankari,1105,4.3,0
4,Sophia Singh,Bangalore Masala,Indian,Banashankari,1468,4.3,1
11,Ravi Verma,Bangalore Dosa,Indian,Marathahalli,1775,4.7,1
11,Kavita Naidu,Bangalore Pasta,Indian,Domlur,1671,4.7,1
10,Megha Singh,Bangalore Sushi,Indian,Jayanagar,1800,4.5,1
15,Kumar Patel,Bengaluru Grill,Italian,Indiranagar,1800,4.6,1
4,Kavita Naidu,Bengaluru Grill,Indian,Indiranagar,1782,4.4,1
6,Aisha Khan,Bangalore Sandwich,Indian,Koramangala,1564,4.7,1
12,Aisha Khan,Bangalore Burger,American,Indiranagar,1517,3.9,0
14,Vinay Kumar,Spice Villa,American,Hebbal,1135,4.0,0
12,Vinay Kumar,Bangalore Pancake,Indian,Bommanahalli,1136,3.9,0
13,Vinay Kumar,Bangalore Burger,American,Whitefield,1199,3.8,0
13,Rajesh Kumar,Bangalore Bites,Indian,Marathahalli,1773,4.6,1
1,Kumar Patel,Bangalore Sandwich,Indian,Whitefield,1800,3.8,0
6,Ananya Patel,Bangalore Paratha,American,Koramangala,1795,4.4,0
13,Jyothi Reddy,Bangalore Pizza,Indian,Electronic City,1538,4.5,1
6,Jyothi Reddy,Bangalore Paratha,Indian,Banashankari,1121,4.5,1
12,Kumar Patel,Bangalore Bites,Italian,Hebbal,1592,4.4,1
3,Rajesh Kumar,Bangalore Bites,Indian,Malleswaram,1084,4.6,0
2,Rakesh Singh,Bangalore Sushi,Indian,Indiranagar,1512,4.7,1
8,Nisha Patel,Bangalore Masala,Indian,Koramangala,1594,4.4,1
13,Ananya Patel,Bangalore Bites,Indian,Electronic City,1586,4.2,1
13,Jyothi Reddy,Bangalore Masala,Italian,Jayanagar,1799,4.5,1
12,Megha Singh,Bangalore Biryani,Indian,Koramangala,1174,4.6,1
14,Nisha Patel,Bengaluru Grill,Indian,Hebbal,1138,4.1,1
12,Ravi Verma,Bangalore Rolls,Indian,Domlur,1079,4.4,1
6,Rajesh Kumar,Bangalore Dosa,Indian,Banashankari,1259,4.2,0
12,Vinay Kumar,Bangalore Rolls,Indian,Jayanagar,1103,3.8,0
10,Jyothi Reddy,Bangalore Paratha,Italian,Jayanagar,1714,3.8,0
12,Kumar Patel,Bangalore Burger,American,Banashankari,1210,4.1,0
12,Rakesh Singh,Bangalore Rolls,Indian,Electronic City,1800,3.8,0
4,Kavita Naidu,Bangalore Sushi,Indian,Electronic City,1800,4.5,1
14,Kumar Patel,Bangalore Burger,American,Hebbal,1194,3.8,0
2,Kumar Patel,Bangalore Rolls,American,Bellandur,1072,3.8,0
2,Kavita Naidu,Bangalore Sandwich,Italian,Marathahalli,1074,3.9,0
10,Vinay Kumar,Bangalore Pancake,American,Koramangala,1104,3.8,0
1,Rajesh Kumar,Bangalore Masala,Indian,Bommanahalli,1033,4.1,0
4,Kumar Patel,Bangalore Masala,American,Hebbal,1083,3.9,0
15,Kumar Patel,Spice Villa,Indian,Whitefield,1763,3.9,0
12,Ananya Patel,Bangalore Paratha,Indian,Domlur,1565,4.2,1
15,Kavita Naidu,Bangalore Paratha,Mediterranean,Banashankari,1193,4.3,1
15,Priya Gupta,Bangalore Pizza,Japanese,Indiranagar,1510,4.6,1
4,Jyothi Reddy,Bangalore Sandwich,Indian,Banashankari,1055,4.6,1
3,Ravi Verma,Spice Villa,Indian,Banashankari,1704,4.2,0
13,Megha Singh,Bangalore Paratha,Indian,Electronic City,1482,3.9,1
13,Ravi Verma,Bangalore Dosa,Indian,Marathahalli,1155,4.0,0
7,Rakesh Singh,Bangalore Rolls,Indian,Electronic City,1000,3.9,0
7,Sophia Singh,Bangalore Biryani,Indian,Electronic City,1506,4.0,1
13,Kavita Naidu,Bangalore Thali,Italian,Banashankari,1539,4.4,1
15,Jyothi Reddy,Bangalore Thali,Indian,Marathahalli,1750,4.7,1
12,Kavita Naidu,Bengaluru Grill,Italian,Koramangala,1786,4.6,1
4,Rakesh Singh,Bangalore Masala,Indian,Bommanahalli,1725,4.0,0
3,Ravi Verma,Bangalore Sandwich,Indian,Banashankari,1148,4.1,0
14,Aarav Singh,Bangalore Sushi,Italian,Bellandur,1269,4.2,0
13,Vinay Kumar,Bangalore Thali,Japanese,Koramangala,1791,4.2,1
3,Priya Gupta,Bangalore Masala,Indian,Domlur,1766,4.4,1
8,Aarav Singh,Bangalore Pancake,American,Bommanahalli,1061,3.8,0
12,Megha Singh,Bangalore Paratha,Indian,Marathahalli,1542,4.3,1
6,Sophia Singh,Bangalore Thali,Indian,Jayanagar,1800,4.4,1
10,Mira Gupta,Bangalore Sandwich,Indian,Hebbal,1055,4.0,0
15,Vinay Kumar,Bengaluru Grill,American,Koramangala,1204,3.9,0
14,Jyothi Reddy,Bangalore Sandwich,Indian,Electronic City,1112,4.2,0
4,Rakesh Singh,Bengaluru Grill,Indian,Electronic City,1184,4.4,1
1,Rakesh Singh,Bengaluru Grill,Indian,Electronic City,1507,3.9,0
1,Mira Gupta,Bangalore Burger,Indian,Domlur,1148,3.9,0
14,Megha Singh,Bangalore Sandwich,Japanese,Koramangala,1800,4.3,1
7,Mira Gupta,Bangalore Bites,Indian,Koramangala,1800,4.7,1
10,Aisha Khan,Bangalore Bites,Indian,Marathahalli,1462,4.7,1
14,Nisha Patel,Bangalore Bites,Japanese,Jayanagar,1800,3.9,1
15,Ravi Verma,Bangalore Rolls,Italian,Koramangala,1120,4.1,0
8,Aisha Khan,Bangalore Rolls,Indian,Banashankari,1214,4.0,0
9,Kavita Naidu,Bangalore Paratha,Indian,Indiranagar,1764,4.5,1
15,Jyothi Reddy,Bangalore Sushi,Japanese,Domlur,1744,4.6,1
12,Rajesh Kumar,Bangalore Masala,Indian,Koramangala,1638,4.7,1
15,Priya Gupta,Bangalore Sandwich,Indian,Jayanagar,1795,4.5,1
12,Megha Singh,Bangalore Sushi,Italian,Domlur,1800,4.3,1
10,Aisha Khan,Bangalore Sandwich,Indian,Jayanagar,1800,4.5,0
5,Kavita Naidu,Bangalore Biryani,Indian,Marathahalli,1800,4.3,1
11,Aisha Khan,Bangalore Sandwich,Japanese,Bommanahalli,1069,4.5,0
11,Kavita Naidu,Bengaluru Grill,Indian,Koramangala,1119,4.5,1
9,Nisha Patel,Bangalore Masala,Japanese,Jayanagar,1800,4.4,1
13,Jyothi Reddy,Bangalore Dosa,Japanese,Domlur,1170,4.4,1
15,Megha Singh,Bangalore Pizza,Italian,Koramangala,1693,4.4,1
4,Aarav Singh,Bangalore Pizza,Indian,Indiranagar,1518,4.5,1
10,Megha Singh,Bangalore Sushi,Japanese,Banashankari,1706,4.7,1
15,Priya Gupta,Bangalore Paratha,Japanese,Electronic City,1745,4.4,0
8,Vinay Kumar,Bangalore Sandwich,American,Whitefield,1452,3.8,0
12,Aarav Singh,Bangalore Sandwich,Indian,Koramangala,1209,4.0,0
7,Sophia Singh,Bangalore Sushi,Italian,Koramangala,1519,4.7,1
13,Megha Singh,Bangalore Paratha,Indian,Indiranagar,1504,4.6,1
12,Rakesh Singh,Bangalore Pancake,Indian,Domlur,1194,4.1,0
14,Jyothi Reddy,Spice Villa,Indian,Malleswaram,1529,4.6,1
14,Megha Singh,Bangalore Bites,Italian,Marathahalli,1800,4.7,1
4,Mira Gupta,Spice Villa,Indian,Bommanahalli,1137,4.0,0
15,Aarav Singh,Bangalore Dosa,Mediterranean,Hebbal,1064,3.8,0
15,Megha Singh,Bangalore Pizza,Italian,Malleswaram,1786,4.6,1
11,Ananya Patel,Bangalore Dosa,Indian,Bommanahalli,1736,4.4,1
3,Vinay Kumar,Bangalore Sandwich,American,Bellandur,1151,3.8,0
14,Priya Gupta,Bangalore Sandwich,Indian,Whitefield,1170,3.9,1
13,Aarav Singh,Bangalore Dosa,Indian,Koramangala,1800,4.5,1
13,Vinay Kumar,Bangalore Masala,American,Hebbal,1142,3.8,0
4,Aarav Singh,Bangalore Pancake,Indian,Whitefield,1179,3.9,0
12,Rajesh Kumar,Bangalore Biryani,Indian,Domlur,1099,4.2,1
6,Aarav Singh,Bangalore Paratha,Indian,Domlur,1118,3.8,0
7,Sophia Singh,Bangalore Paratha,Italian,Malleswaram,1759,4.6,1
14,Mira Gupta,Bangalore Sandwich,American,Koramangala,1241,3.8,0
13,Vinay Kumar,Bangalore Masala,Indian,Jayanagar,1221,4.4,0
4,Ananya Patel,Bangalore Sandwich,Indian,Domlur,1482,4.3,1
14,Kumar Patel,Bangalore Burger,Italian,Jayanagar,1738,3.8,0
2,Rajesh Kumar,Spice Villa,Indian,Koramangala,1080,4.1,0
11,Priya Gupta,Bangalore Paratha,Japanese,Koramangala,1800,4.6,1
7,Megha Singh,Bangalore Sushi,Japanese,Jayanagar,1800,4.5,1
9,Aarav Singh,Bangalore Masala,Indian,Jayanagar,1195,3.8,0
2,Kavita Naidu,Bangalore Thali,Indian,Electronic City,1214,3.8,0
4,Sophia Singh,Bengaluru Grill,Indian,Banashankari,1800,4.4,1
5,Kavita Naidu,Bangalore Bites,Italian,Domlur,1468,4.2,1
11,Rajesh Kumar,Bangalore Burger,American,Banashankari,1041,4.0,0
13,Rajesh Kumar,Bangalore Biryani,Mediterranean,Banashankari,1023,3.8,0
12,Kumar Patel,Bangalore Burger,Mediterranean,Jayanagar,1161,4.4,0
8,Sophia Singh,Spice Villa,Indian,Whitefield,1196,4.4,1
14,Megha Singh,Bangalore Thali,Indian,Indiranagar,1554,4.5,1
12,Aisha Khan,Bangalore Sushi,Indian,Marathahalli,1457,4.5,1
14,Rakesh Singh,Bangalore Pancake,Indian,Bommanahalli,1146,3.9,0
14,Aarav Singh,Bangalore Sandwich,Japanese,Koramangala,1529,4.6,0
14,Kumar Patel,Bangalore Burger,American,Banashankari,1166,3.9,0
11,Rakesh Singh,Bangalore Burger,Indian,Koramangala,1099,4.4,0
9,Kavita Naidu,Bangalore Pasta,Italian,Jayanagar,1777,4.6,1
1,Ravi Verma,Bangalore Sushi,Indian,Electronic City,1598,3.9,1
12,Rajesh Kumar,Bangalore Thali,Indian,Koramangala,1131,4.0,0
4,Megha Singh,Bangalore Pizza,Indian,Banashankari,1492,4.3,1
15,Ravi Verma,Bangalore Sandwich,American,Koramangala,1280,4.0,0
4,Vinay Kumar,Bangalore Biryani,Japanese,Koramangala,1507,4.3,1
9,Rakesh Singh,Bangalore Masala,Indian,Bellandur,1173,4.0,0
13,Aarav Singh,Bangalore Sandwich,American,Domlur,1302,4.0,0
10,Priya Gupta,Spice Villa,Indian,Whitefield,1316,4.1,0
13,Mira Gupta,Bangalore Sandwich,Indian,Banashankari,1017,3.9,0
12,Kumar Patel,Bangalore Sandwich,American,Bellandur,1135,4.0,0
3,Aarav Singh,Bangalore Pasta,American,Koramangala,1254,3.9,0
3,Nisha Patel,Bengaluru Grill,Indian,Banashankari,1338,4.0,1
9,Nisha Patel,Bangalore Sandwich,American,Domlur,1800,4.3,0
15,Aisha Khan,Bangalore Pizza,Italian,Koramangala,1546,4.3,1
1,Rakesh Singh,Spice Villa,Indian,Electronic City,1534,4.3,1
4,Vinay Kumar,Bangalore Paratha,Indian,Banashankari,1129,3.8,0
11,Megha Singh,Bengaluru Grill,Indian,Koramangala,1799,4.6,1
11,Kavita Naidu,Bangalore Pancake,Indian,Domlur,1770,4.6,1
12,Rakesh Singh,Bangalore Masala,Indian,Domlur,1236,3.8,1
10,Nisha Patel,Bangalore Burger,Indian,Bellandur,1000,4.0,0
10,Aarav Singh,Bangalore Rolls,Indian,Bommanahalli,1453,3.9,1
3,Kumar Patel,Bangalore Rolls,Indian,Bellandur,1068,3.9,0
15,Kumar Patel,Bangalore Burger,American,Koramangala,1089,4.0,0
13,Aisha Khan,Bangalore Bites,Italian,Electronic City,1687,4.6,1
4,Kumar Patel,Bangalore Masala,American,Banashankari,1165,4.0,0
15,Nisha Patel,Bangalore Sandwich,American,Bellandur,1078,4.0,0
12,Priya Gupta,Spice Villa,Indian,Koramangala,1510,4.4,1
15,Priya Gupta,Bangalore Thali,Indian,Electronic City,1770,4.5,1
12,Aarav Singh,Bangalore Sandwich,Mediterranean,Koramangala,1221,4.2,0
10,Kumar Patel,Bangalore Dosa,Mediterranean,Koramangala,1000,4.0,0
13,Ananya Patel,Bangalore Dosa,Indian,Domlur,1542,4.3,1
14,Nisha Patel,Bangalore Sandwich,Indian,Banashankari,1466,4.4,1
3,Aisha Khan,Bangalore Sandwich,Indian,Jayanagar,1129,4.4,1
10,Rajesh Kumar,Bangalore Pizza,Indian,Hebbal,1414,4.5,1
9,Nisha Patel,Bangalore Pizza,Indian,Hebbal,1800,3.8,0
13,Aarav Singh,Bangalore Biryani,Indian,Marathahalli,1580,4.4,1
6,Jyothi Reddy,Bangalore Paratha,Indian,Electronic City,1426,4.4,1
13,Ananya Patel,Bangalore Dosa,Indian,Electronic City,1138,4.1,1
15,Aarav Singh,Bangalore Burger,American,Bommanahalli,1160,4.2,0
